ABE ATL 0.0002558748029351316
ABE CLE 0.000249271582214225
ABE CLT 0.00010234992117405264
ABE CVG 8.749267455201274e-05
ABE DTW 0.00028063688063853146
ABE JFK 1.6508051802266555e-06
ABE MKE 1.6508051802266555e-06
ABE ORD 0.0003895900225334907
ABI DFW 0.0007923864865087947
ABQ AMA 0.00010234992117405264
ABQ ATL 0.0003004465428012513
ABQ AUS 0.00019149340090629204
ABQ BWI 0.00010234992117405264
ABQ CVG 8.91434797322394e-05
ABQ DAL 0.0008567678885376342
ABQ DEN 0.0007989897072297013
ABQ DFW 0.0008055929279506079
ABQ ELP 0.00026908124437694485
ABQ EWR 5.2825765767252977e-05
ABQ HOU 0.0002822876858187581
ABQ IAD 0.00010234992117405264
ABQ IAH 0.0006008930856025026
ABQ LAS 0.0006685760979917955
ABQ LAX 0.000690036565334742
ABQ LBB 0.00010234992117405264
ABQ MAF 0.00010234992117405264
ABQ MCI 0.00019809662162719867
ABQ MCO 0.00020469984234810528
ABQ MDW 0.00020469984234810528
ABQ MSP 0.00012050877815654585
ABQ OAK 0.0002822876858187581
ABQ OKC 0.00010234992117405264
ABQ OMA 1.6508051802266555e-06
ABQ ONT 0.00019149340090629204
ABQ ORD 0.00010234992117405264
ABQ PDX 0.00010234992117405264
ABQ PHX 0.001576518947116456
ABQ SAN 0.00029879573762102467
ABQ SAT 0.00019479501126674534
ABQ SEA 0.00019809662162719867
ABQ SFO 0.00012050877815654585
ABQ SLC 0.0006438140202883957
ABQ SMF 0.00020304903716787862
ABQ STL 0.00010234992117405264
ABQ TPA 0.00010234992117405264
ABQ TUL 0.0001040007263542793
ABQ TUS 0.00020635064752833195
ABY ATL 0.00033676425676623775
ACT DFW 0.000690036565334742
ACV CEC 0.00010069911599382599
ACV MRY 3.301610360453311e-06
ACV SFO 0.0007114970326776885
ACV SJC 1.6508051802266555e-06
ACV SMF 0.00017333454392379883
ACY ATL 0.00010069911599382599
ACY LGA 1.6508051802266555e-06
ADK ANC 2.97144932440798e-05
ADQ ANC 0.00020469984234810528
AEX ATL 0.00028063688063853146
AEX DFW 0.0003070497635221579
AEX IAH 9.079428491246605e-05
AGS ATL 0.0006685760979917955
ALB ATL 0.0003565739189289576
ALB BWI 0.0006718777083522488
ALB CLE 0.0002822876858187581
ALB CLT 0.00028724010135943806
ALB CVG 0.00028063688063853146
ALB DCA 9.574670045314602e-05
ALB DTW 0.00029384332208034467
ALB EWR 0.00037803438627190413
ALB JFK 3.301610360453311e-06
ALB LAS 0.00010234992117405264
ALB MCO 0.0003053989583419313
ALB MDW 0.00020469984234810528
ALB MSP 7.593703829042616e-05
ALB ORD 0.00049854316442845
ALB PHL 0.00010234992117405264
ALB TPA 0.00010234992117405264
ALO MSP 8.91434797322394e-05
AMA DAL 0.0007511163570031283
AMA DEN 0.00020304903716787862
AMA DFW 0.0007214018637590484
AMA IAH 0.0001898425957260654
AMA LAS 0.00010234992117405264
AMA SAT 1.6508051802266555e-06
ANC BET 0.00029054171171989136
ANC BRW 5.117496058702632e-05
ANC CDV 0.00010234992117405264
ANC FAI 0.0009723242511535001
ANC HNL 0.00010234992117405264
ANC IAH 1.9809662162719868e-05
ANC JNU 0.0003053989583419313
ANC LAS 5.2825765767252977e-05
ANC MSP 0.00012215958333677252
ANC OME 0.0001518740765808523
ANC ORD 0.00010234992117405264
ANC OTZ 0.0001518740765808523
ANC PDX 0.00010234992117405264
ANC PHX 0.00010234992117405264
ANC SCC 0.00010234992117405264
ANC SEA 0.0013437554167044976
ANC SLC 0.00010234992117405264
ASE DEN 0.0014262956757158305
ASE LAX 0.00019644581644697202
ASE MSN 1.6508051802266555e-06
ASE ORD 0.0003004465428012513
ASE PHX 0.0001188579729763192
ASE SFO 5.117496058702632e-05
ASE SLC 0.00029384332208034467
ATL ATW 0.0002608272184758116
ATL AUS 0.000694988980875422
ATL AVL 0.0003301610360453311
ATL AVP 0.00024431916667354503
ATL BDL 0.0005794326182595561
ATL BGR 8.584186937178609e-05
ATL BHM 0.000742862331101995
ATL BMI 0.0006966397860556486
ATL BNA 0.000742862331101995
ATL BOS 0.0015170899606282964
ATL BQK 0.00020139823198765197
ATL BTR 0.0007923864865087947
ATL BTV 8.91434797322394e-05
ATL BUF 0.0010268008221009798
ATL BWI 0.0015154391554480697
ATL BZN 1.9809662162719868e-05
ATL CAE 0.0007296558896601817
ATL CAK 0.0010416580687230197
ATL CHA 0.0005579721509166096
ATL CHO 0.0002410175563130917
ATL CHS 0.0010944838344902727
ATL CID 0.00010565153153450595
ATL CLE 0.0007577195777240349
ATL CLT 0.0021328402928528388
ATL CMH 0.0003565739189289576
ATL COS 0.00020304903716787862
ATL CRP 1.815885698249321e-05
ATL CRW 0.0003697803603707708
ATL CSG 0.0003829868018125841
ATL CVG 0.0007544179673635816
ATL DAB 0.0007791800450669814
ATL DAY 0.000901339628403754
ATL DCA 0.002012331514696293
ATL DEN 0.0015880745833780426
ATL DFW 0.0026280818469208355
ATL DHN 0.0003862884121730374
ATL DSM 0.00029054171171989136
ATL DTW 0.0014626133896808169
ATL EGE 0.00010234992117405264
ATL ELP 0.00016177890766221224
ATL EVV 0.00039619324325439734
ATL EWN 0.00020304903716787862
ATL EWR 0.00197436299555108
ATL EYW 0.0003037481531617046
ATL FAY 0.0005662261768177428
ATL FLL 0.0021509991498353323
ATL FLO 0.0001815885698249321
ATL FNT 0.0009095936543048872
ATL FSD 8.254025901133277e-05
ATL FSM 0.00017168373874357218
ATL FWA 0.0002740336599176248
ATL GNV 0.0005645753716375162
